desc1,desc2,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-carcase meat and meat products,"Bacon and ham, uncooked",1984,,9,23,0,13,2,9,9,30,99,25,74,161,8,46,39,21,46,1,,143,117,26,4,111,11,42,28,30,201,105,96,31,28,75,114,114,,10,32,16,16,,152,,,49,,10,4,0,7,6,1,24,9,,554,79,54,201,31,34,14,26,86,9,20,318,109,42,76,43,43,,8,32,7,1140,463,271,407,,3,3,,7,39,30,8,,63,4,17,0,28,9,,48,,2064,31,5,2028,15,101,1913,31,5,16,10,0,7,122,93,30,21,,5,22,18,4,24,8,,,,93,1,54,30,8,102,71,15,6,4,5,11,31,34,11,5,4,1,13,11,14,447,107,33,21,89,30,22,110,36,6,8,18,5,2,462,190,76,114,63,27,3,24,76,81,81,,8,6,,2,,18,26,23,3,,14,35,35,,,16,,16,70,9,59,3,16,14,1,93,36,39,6,12,7,297,44,40,29,1,15,13,2,167,153,91,61,30,2,6,33,21,422,44,68,139,124,15,34,8,0,4,3,1,55,16,17,13,4,37,7,65,16,49,32,31,16,2,13,3,3,,7,26,50,43,3,2,1,,,,,78,4,,1,,,14,12,2,6,320,4,,19,2,0,2,44,5,4,4,1,29,,55,,121,77,6,11,4,14,6,2,,31,6,25,613,148,464,,,7,46,30,16,,,,,2526,109,348,722,140,300,381,3332,2480,1293,2038,1187,851,935,129,145,201,302,92,327,,,
Non-carcase meat and meat products,"Bacon and ham, uncooked",1985,,9,29,0,14,3,13,9,30,102,25,77,167,6,51,37,23,48,2,,139,114,25,4,109,11,41,27,29,225,114,110,32,30,74,110,110,,13,30,15,15,,146,,,51,,10,4,0,9,8,1,24,8,,540,72,47,204,31,35,18,21,83,10,18,287,107,35,57,40,40,,9,32,5,1175,527,274,373,,3,3,,7,37,29,8,,61,5,17,0,26,8,,45,,1904,34,10,1860,12,129,1719,29,5,15,9,1,7,113,86,27,19,,4,21,15,5,24,17,,,,92,1,55,29,7,103,69,18,6,4,6,13,35,35,10,6,4,1,14,10,15,461,114,34,21,97,30,22,105,38,6,9,19,5,1,510,249,100,149,57,28,3,25,66,84,84,,7,6,,2,,18,22,20,2,,15,34,34,,,16,,16,72,9,60,3,17,15,1,98,38,42,7,11,7,286,39,37,27,2,15,13,2,165,166,96,68,28,2,6,37,25,459,52,71,139,123,15,41,10,0,6,4,2,53,17,18,14,4,51,7,68,16,52,33,27,14,1,11,3,3,,6,27,50,42,4,3,1,,,,,79,5,,1,,,14,12,2,6,294,5,,16,2,0,2,36,4,4,3,1,24,,53,,131,82,6,10,4,18,7,3,,31,6,25,592,131,460,,,6,46,28,18,,,,,2414,111,357,712,140,293,352,3372,2547,1340,2032,1206,825,947,121,141,198,299,90,334,,,
Carcase meat,Beef and veal,1986,,8,41,11,20,2,7,11,30,102,29,73,169,6,50,39,24,48,1,,148,121,27,5,118,12,45,29,32,281,116,166,33,27,59,113,113,,12,31,15,15,,156,,,49,,11,5,0,10,9,1,25,9,,593,89,57,213,31,34,18,25,91,11,22,327,108,42,77,48,48,,12,29,10,1112,499,249,364,,3,3,,7,40,32,8,,66,4,17,0,29,7,,43,,1743,41,11,1691,14,112,1565,28,5,14,9,1,8,123,100,23,20,,4,21,15,6,27,21,,,,85,1,53,25,6,110,74,17,7,5,7,14,34,38,10,7,4,1,16,15,14,494,120,35,24,101,32,26,110,45,7,10,22,6,1,688,407,163,244,56,29,3,26,72,90,90,,16,12,,4,,19,20,19,1,,17,36,36,,,17,,17,73,9,61,3,20,18,2,103,45,39,8,11,8,348,45,38,31,1,17,15,2,216,178,103,74,29,2,7,39,27,484,59,67,150,133,16,39,13,0,6,4,2,56,17,25,20,5,52,8,73,17,56,33,28,15,1,12,4,4,,8,24,46,38,5,3,2,,,,,74,5,,1,,,17,14,3,6,282,5,,17,2,0,2,37,5,4,3,1,25,,53,,155,84,8,13,3,30,12,5,,41,8,33,505,146,360,,,7,47,29,18,,,,,2431,118,357,721,148,308,343,3536,2595,1290,2246,1305,941,942,123,146,206,323,93,344,,,
Carcase meat,Beef and veal,1987,,8,41,11,21,1,7,10,31,96,27,69,173,10,49,39,24,51,1,,139,114,25,5,119,12,45,30,32,258,112,145,34,29,56,117,117,,13,33,16,16,,168,,,55,,12,4,0,12,11,1,21,8,,592,76,61,208,32,44,20,22,95,12,21,295,102,36,60,47,47,,11,29,10,1083,436,248,398,,3,3,,7,41,33,9,,68,4,16,0,27,7,,36,,1648,34,12,1602,10,95,1497,26,4,13,9,0,8,119,99,20,19,,3,20,15,5,28,30,,,,75,1,45,24,5,108,74,15,7,5,7,13,34,40,11,7,4,1,17,14,14,491,120,41,24,98,33,25,106,44,7,10,21,6,1,735,457,178,279,53,28,3,25,68,93,93,,17,13,,4,,20,28,26,2,,20,35,35,,,18,,18,71,9,59,3,22,19,3,90,36,37,7,10,8,359,43,34,32,2,21,18,3,228,196,116,82,34,2,7,42,30,468,49,61,143,128,16,37,11,0,6,4,2,59,18,28,22,6,55,8,77,19,58,32,36,19,2,15,4,4,,7,20,44,38,4,3,1,,,,,81,4,,1,,,17,14,3,6,262,5,,20,3,1,2,41,5,4,4,1,28,,52,,188,90,6,12,3,49,19,8,,42,8,33,489,145,344,,,5,44,26,17,,,,,2383,116,338,737,146,294,320,3485,2533,1279,2206,1255,952,935,116,151,202,335,92,355,,,
Carcase meat,Beef and veal,1988,,7,48,19,21,1,7,10,30,96,28,68,163,8,45,35,24,49,1,,135,111,24,5,120,12,46,30,32,253,120,133,35,27,53,113,113,,15,31,15,15,,168,,,56,,11,5,0,15,13,2,26,9,,613,92,58,211,40,32,25,21,106,11,19,304,97,36,74,48,48,,9,29,12,1044,466,210,368,,3,3,,7,41,33,9,,68,4,16,0,26,7,,32,,1526,26,8,1492,12,86,1393,23,3,14,6,1,8,114,101,14,19,,4,19,15,4,28,36,,,,78,1,46,25,6,109,73,15,7,6,8,16,36,38,8,7,4,1,17,15,13,492,120,35,21,100,34,27,109,46,8,10,22,6,1,825,539,182,357,53,31,3,28,61,102,102,,22,17,,5,,19,24,22,2,,20,34,34,,,17,,17,77,9,65,3,26,21,4,94,36,39,8,11,8,361,42,38,27,1,18,15,2,235,195,112,82,30,2,8,43,30,466,53,58,145,129,16,37,10,0,7,5,2,57,17,32,25,7,51,8,77,18,58,33,28,15,1,12,4,4,,7,17,41,35,5,3,2,,,,,81,4,,1,,,17,14,3,6,243,5,,18,3,1,2,40,5,4,4,1,26,,50,,198,91,7,14,5,52,20,9,,43,9,34,476,143,333,,,5,45,27,17,,,,,2351,117,334,727,146,290,300,3477,2502,1240,2237,1263,974,926,108,148,200,335,90,366,,,
Carcase meat,Beef and veal,1989,,6,57,21,26,2,8,11,32,92,27,65,155,5,42,34,25,48,1,,133,109,24,6,120,12,45,30,32,238,112,126,36,27,46,108,108,,17,31,16,16,,163,,,58,,10,4,0,12,11,1,24,8,,626,86,63,213,36,35,23,22,118,11,18,301,93,31,68,54,54,,11,29,14,1021,426,203,391,,3,3,,7,43,34,9,,70,4,15,0,24,6,,28,,1388,22,5,1360,11,70,1279,21,2,11,7,0,10,104,96,8,18,,5,18,13,5,26,73,,,,84,1,51,26,6,106,71,15,7,6,7,14,34,40,8,8,4,1,19,16,13,503,121,30,22,104,35,29,114,48,8,11,23,6,1,917,636,196,440,49,33,3,30,50,105,105,,22,17,,5,,21,23,21,2,,23,36,36,,,17,,17,79,10,66,3,31,25,6,90,36,37,8,10,9,362,42,38,27,1,17,14,2,238,197,111,84,28,2,8,44,32,452,48,54,139,124,15,34,10,0,8,6,2,53,16,34,26,7,56,7,80,21,59,34,33,18,2,14,5,5,,5,15,43,35,5,3,2,,,,,79,4,,1,,,17,14,3,6,226,4,,15,3,1,3,49,4,5,5,1,34,,49,,192,86,7,14,5,52,20,9,,44,9,35,468,155,314,,,5,45,26,19,,,,,2305,115,329,721,150,279,280,3461,2472,1217,2244,1255,989,899,97,144,199,350,89,403,,,
Carcase meat,Beef and veal,1990,,5,55,20,27,1,7,11,31,84,22,62,134,6,36,30,17,45,1,,136,111,24,5,121,12,46,30,33,224,106,118,37,27,42,109,109,,18,30,15,15,,164,,,55,,11,4,0,14,12,2,21,8,,624,82,54,209,40,31,24,20,130,14,20,287,88,29,67,51,51,,11,25,15,1008,452,215,340,,3,3,,6,43,34,9,,71,4,15,0,25,6,,25,,1242,18,7,1217,11,56,1150,20,3,11,6,0,8,96,90,6,17,,4,18,12,6,25,77,,,,82,0,49,25,8,105,72,15,7,5,7,13,31,39,7,8,5,1,19,16,10,475,116,29,22,93,35,29,106,46,8,10,22,6,1,992,725,199,526,37,37,4,33,41,112,112,,23,18,,5,,18,26,23,3,,24,32,32,,,15,,15,80,10,67,3,35,27,8,84,29,34,8,13,9,338,37,32,25,1,19,16,2,225,192,109,79,30,1,7,44,29,446,49,48,137,122,15,34,8,0,6,4,2,57,13,36,29,8,58,7,79,21,58,33,32,17,2,13,4,4,,6,15,39,35,5,3,2,,,,,70,3,,0,,,18,15,3,5,211,5,,15,3,1,3,51,4,5,5,1,35,,46,,184,86,5,16,5,46,18,8,,46,9,37,451,138,312,,,4,44,24,19,,,,,2235,113,301,698,147,265,263,3370,2408,1199,2170,1208,962,859,95,146,199,347,84,399,,,
Carcase meat,Beef and veal,1991,,5,57,22,27,1,7,8,31,83,22,61,137,6,33,29,19,50,1,,132,108,24,5,127,13,48,32,34,224,112,113,43,27,40,123,123,,16,34,17,17,,165,,,57,,9,4,0,13,12,1,20,8,,629,77,58,197,37,36,27,21,135,17,23,269,81,27,79,56,56,,3,19,4,969,440,211,319,,4,4,,6,44,34,9,,72,3,16,0,26,5,,19,,1113,13,9,1091,14,48,1029,17,2,10,4,1,11,94,85,9,19,,4,18,13,5,28,97,,,,85,1,50,28,7,107,72,14,7,6,7,18,30,51,7,12,5,1,26,16,10,477,119,31,20,87,36,33,99,51,8,12,25,7,1,1085,795,204,591,40,32,3,29,39,126,126,,31,24,,7,,22,17,15,3,,23,31,31,,,16,,16,82,10,69,3,35,28,7,82,25,36,10,11,9,396,37,32,26,4,19,16,2,278,194,107,84,23,2,7,46,33,458,51,46,136,121,15,37,7,1,7,5,2,57,15,40,31,8,62,8,87,22,65,30,41,22,2,17,5,5,,9,15,25,42,6,4,2,,,,,71,4,,2,,,18,16,3,5,206,5,,11,3,1,2,52,5,5,5,1,35,,45,,168,79,7,15,5,40,16,7,,46,9,37,419,78,341,,,5,41,23,18,,,,,2197,116,304,691,141,257,261,3393,2368,1164,2229,1204,1025,811,85,166,196,381,86,423,,,
Carcase meat,Beef and veal,1992,0,5,64,26,27,2,9,8,31,75,18,58,127,5,30,27,17,48,1,115,131,108,24,5,124,18,50,23,34,219,101,119,44,28,38,119,119,,21,33,16,16,1,172,56,27,59,47,8,4,0,14,12,2,23,8,22,638,73,61,194,38,38,29,16,150,17,21,260,69,26,89,55,55,,3,15,3,911,420,192,299,4,4,4,,7,26,19,7,,88,3,15,1,22,5,183,18,2,1003,17,18,968,12,52,904,14,1,8,4,1,12,84,79,5,17,,4,18,13,5,34,135,33,3,30,70,0,38,26,6,103,68,16,7,8,5,14,36,54,7,13,5,2,28,20,9,491,121,34,22,94,36,32,97,54,9,12,26,7,2,1295,985,218,767,38,30,3,27,43,139,126,14,37,18,2,17,,23,23,21,3,,24,34,34,,,16,6,10,86,10,72,3,36,28,8,72,22,32,9,9,10,362,35,32,24,4,20,17,3,247,236,135,99,36,2,9,51,38,454,56,44,133,118,15,38,8,0,9,6,3,47,13,46,36,10,61,6,89,23,65,31,41,22,2,17,6,6,,9,15,27,39,6,4,2,103,731,426,189,72,3,,2,27,1,20,17,2,5,193,3,,16,3,1,3,55,5,6,5,1,38,,41,,134,75,6,20,10,17,4,2,,52,10,42,463,70,326,38,29,4,36,19,17,130,3,128,,2298,113,269,714,144,256,242,3352,2352,1147,2205,1205,1000,816,84,163,198,386,81,465,1448,121,527
Alcoholic drinks,Beers,1993,0,5,63,27,27,2,7,6,32,75,20,55,120,3,26,25,17,47,1,112,121,99,22,5,121,15,50,22,34,215,102,113,43,30,37,124,124,,23,33,17,17,1,172,56,28,62,44,7,5,0,15,14,2,20,8,19,636,63,62,186,40,38,30,15,158,21,24,249,67,25,80,52,52,,3,19,3,884,388,216,279,4,3,3,,6,28,21,7,,83,3,15,0,21,4,185,17,2,905,20,17,868,10,35,822,13,1,8,4,1,11,74,70,5,16,,4,19,13,5,31,122,34,2,32,66,1,35,21,8,100,66,14,7,7,6,13,32,41,6,9,5,1,20,20,9,494,122,35,21,98,33,34,95,56,9,13,27,7,1,1347,1053,223,830,34,29,3,26,27,139,123,16,43,18,3,23,,23,28,26,2,,23,33,33,,,17,6,11,91,11,76,3,39,30,9,80,31,32,9,8,9,373,32,30,23,3,21,19,3,263,254,149,106,43,1,9,53,41,436,55,39,124,110,14,33,6,0,7,5,2,50,13,51,40,11,58,6,97,26,71,36,41,21,2,17,6,6,,8,14,25,40,6,4,2,145,647,469,210,67,4,,2,29,1,20,18,2,5,186,3,,17,4,1,3,63,5,6,6,2,43,,39,,140,73,6,22,11,21,4,2,,49,10,39,463,74,332,34,25,4,35,20,16,145,3,142,,2252,109,266,728,148,239,233,3326,2317,1137,2189,1179,1010,819,86,167,190,372,77,446,1471,124,536
